season,player,position,mean,var
2018,Christian Harris,OT,-0.0681214443224193,3.4530942663149367e-4
2018,Davis Koppenhaver,TE,-0.07510748101504117,3.943185143757994e-4
2018,Chris Taylor,WR,-0.07287215015574279,1.1510937795551797e-4
2018,Edgar Cerenord,DT,-0.06267832422405914,2.927139569180126e-4
2018,Jalen Johnson,OLB,-0.07056450523020434,3.1804386555671403e-4
2018,Clinton Lynch,RB,-0.06797862319014437,3.193099295291889e-4
2018,Andrew Marshall,OT,-0.06572951077396252,3.0014415688837606e-4
2018,Qua Searcy,RB,-0.06450221608453237,3.6548826184123784e-4
2018,Duke Culver,CB,-0.0658293541586366,4.1448103598821845e-4
2018,Lukayus McNeil,OT,-0.07789134496892276,3.2825985623221356e-4
2018,Cornelius Sturghill,CB,-0.07883979312101792,4.9437432204519e-4
2018,Micky Crum,TE,-0.0671593278850926,2.628940747253082e-4
2018,Henry Famurewa,DT,-0.07755466115339085,3.584255138618442e-4
2018,Thomas Jackson,SWR,-0.08376723670595472,7.432565767220114e-4
2018,Cole Holcomb,ILB,-0.07307402015781655,1.5641665001147595e-4
2018,Jeremiah Clarke,DT,-0.06923021530208316,2.315814148594605e-4
2018,Malik Carney,DE,-0.06875059000103907,1.891516691700505e-4
2018,Jonathan Trull,C,-0.05550458592958404,0.0011312080003378778
2018,Tyler Powell,DT,-0.07721702079785486,2.5906284629371675e-4
2018,Jalan McClendon,QB,-0.05617692644525698,7.893817354770369e-4
2018,Germaine Pratt,ILB,-0.06757023442851655,1.8242522044419743e-4
2018,Dexter Wright,S,-0.0672209907464212,6.848215858953592e-4
2018,Garrett Bradbury,C,-0.05388126218257504,0.001096493129424908
2018,Tyler Jones,OT,-0.06504930740054685,3.1563893830465807e-4
2018,Deonte Holden,DE,-0.06812857105560426,2.626976107170607e-4
2018,Terron Prescod,OG,-0.06882737530678625,0.00028755131098359617
2018,Stephen Louis,WR,-0.06903030179240965,2.3642608961308657e-4
2018,Jake Fieler,OG,-0.07275896465178312,3.9716366606497696e-4
2018,Andrew Ford,QB,-0.05654047748697878,8.074445985115098e-4
2018,Braxton Pfaff,OG,-0.06570982006713251,2.919746066263736e-4
2018,Vinny Mihota,DT,-0.0758831638798828,2.9662081019623897e-4
2018,Brian Lipscomb,OLB,-0.0730069884587039,2.3077156908672949e-4
2018,Terrence Alexander,CB,-0.07668128186173581,5.329524426586969e-4
2018,Joey Alfieri,OLB,-0.06493181429181012,2.442208451781931e-4
2018,Jesse Burkett,C,-0.055587852975617864,0.0011224212639789777
2018,Keller Chryst,QB,-0.04502870546032668,7.140832015453254e-4
2018,A.T. Hall,OT,-0.0719588564818697,2.792950598932627e-4
2018,Alijah Holder,CB,-0.06878286352727755,4.0460762825123643e-4
2018,Alameen Murphy,SCB,-0.06637879236743152,5.038811317518121e-4
2018,Bobby Okereke,ILB,-0.06677520510168444,2.1101944864273248e-4
2018,Casey Tucker,OG,-0.064151687735208,2.4069948880527198e-4
2018,Adarius Pickett,S,-0.06401366017066427,7.866951279272024e-4
2018,Louis Vecchio,DT,-0.07738813858588636,2.434644253450706e-4
2018,Alim Muhammad,CB,-0.0734549619949669,4.196096956564794e-4
2018,Garrett Marino,DT,-0.07092144757357338,2.1779541140102827e-4
2018,Demonte King,S,-0.07633971885298162,5.983495066671836e-4
2018,Gatlin Casey,WR,-0.07745751844066974,2.9861420178960694e-4
2018,Jarius McDade,DT,-0.07079447361722171,2.1833006565986497e-4
2018,Cole Sterns,S,-0.08724366706659194,9.134668667680456e-4
2018,Kyle Buss,SWR,-0.07512822987769832,6.840758808491253e-4
2018,Collier Smith,TE,-0.07133326601114769,2.3163383136007336e-4
2018,Mark Quattlebaum,SWR,-0.08882652807482064,7.274601236764587e-4
2018,Denzel Irvin,CB,-0.07887174689488888,3.913681466864583e-4
2018,Chris Brown,OT,-0.08085532707224784,3.4772999448641934e-4
2018,Tyler Fain,DT,-0.06778491827268511,3.090181817614302e-4
2018,Nate Davis,OT,-0.07420354832120606,2.7612626511802835e-4
2018,Workpeh Kofa,WR,-0.0723929335416702,2.879611573382525e-4
2018,Juwan Foggie,OLB,-0.07053309138777455,3.5078762513597985e-4
2018,R.J. Tyler,TE,-0.07372790624312386,2.2932404940130798e-4
2018,Jalen Greene,WR,-0.06691156991167206,1.4061249032711878e-4
2018,Ajene Harris,SCB,-0.07441071901539544,6.384289032637326e-4
2018,Jonathan Lockett,SCB,-0.06847800846558143,6.38323939443631e-4
2018,Lamont Simmons,CB,-0.07750775083680603,4.2093653929372807e-4
2018,Malik Dorton,DT,-0.06709240277736862,2.436401903297988e-4
2018,Toa Lobendahn,C,-0.07537285117715697,9.004102196287615e-4
2018,Chris Brown,OG,-0.06890514358598172,2.8870494744581574e-4
2018,E.J. Ejiya,ILB,-0.0710201111879421,1.5646155342293838e-4
2018,Joey Banks,S,-0.0874214568466192,9.981588851685874e-4
2018,Tolen Avery,DT,-0.07296949906225764,2.8057757884917975e-4
2018,B.J. Farrow,WR,-0.07529352956852688,1.6214528562406635e-4
2018,Corbin Jackson,SCB,-0.07668318706817849,5.107366437577809e-4
2018,David King,ILB,-0.07503465735448164,1.8519619364130654e-4
2018,Matt Sokol,TE,-0.07391881978017993,2.4785344549233776e-4
2018,Parris Campbell,SWR,-0.05832390486796926,6.164004770324421e-4
2018,Johnnie Dixon,WR,-0.06726521030727398,1.5074269033599273e-4
2018,Demetrius Knox,OG,-0.06251399905561472,3.0918005645475433e-4
2018,Terry McLaurin,WR,-0.0657574888522853,1.8189421482427782e-4
2018,Darius Slade,DE,-0.0692931428188361,2.4822814846488727e-4
2018,Kyle Trout,OG,-0.06456760984408641,3.1466927652013725e-4
2018,Marcus Applefield,OT,-0.07233345892265712,2.7197811443904383e-4
2018,Beau Benzschawel,OG,-0.06998576688783345,3.5217941100861277e-4
2018,Ryan Connelly,ILB,-0.06703527183818088,2.1188623227034873e-4
2018,Michael Deiter,OG,-0.0663098852767579,3.3257414844078514e-4
2018,D'Cota Dixon,S,-0.07318003031570702,6.77420472553322e-4
2018,T.J. Edwards,ILB,-0.0697414644676539,2.1983254432667373e-4
2018,George Rushing,WR,-0.06954068700165905,1.4636417423550727e-4
2018,Deshaun Davis,ILB,-0.07155539634058783,1.7548830090393888e-4
2018,Dontavius Russell,DT,-0.06825590206266513,2.1622238961872394e-4
2018,Khairi Clark,DT,-0.06750312546882607,2.701556226776266e-4
2018,C'yontai Lewis,TE,-0.07764935762016463,4.1042118083057296e-4
2018,Moral Stephens,TE,-0.059499646142595806,3.0674139601185875e-4
2018,Paul Adams,OT,-0.06450242238442622,3.4447332058053313e-4
2018,Samson Bailey,TE,-0.07036402757737846,2.729252860057244e-4
2018,Kendall Blanton,TE,-0.06640100534099903,3.001349507410429e-4
2018,Walter Brady,DE,-0.07158942050720457,2.4004869856706927e-4
2018,Nate Brown,WR,-0.06918973143378765,1.4446630383860816e-4
2018,Kevin Pendleton,OG,-0.06680585417481835,3.1445385870727366e-4
2018,Donovan Wilson,S,-0.07415725360092018,8.359314209253049e-4
2018,Otaro Alaka,OLB,-0.06840363101452103,1.722504858932152e-4
2018,Koda Martin,OT,-0.0680026786665302,3.155030686844282e-4
2018,Khari Blasingame,RB,-0.07666093329484913,3.3570485642089035e-4
2018,Bailey Granier,OG,-0.058523682918012514,3.916064500017417e-4
2018,Bruno Reagan,C,-0.059985596536028446,6.948529379904011e-4
2018,Shawn Stankavage,QB,-0.055076577846019575,6.537005564283892e-4
2018,LaDarius Wiley,S,-0.0852885747006345,7.665052564018094e-4
2018,Charles Wright,OLB,-0.07162433544717428,2.0165224105991248e-4
2018,Britton Abbott,RB,-0.07065804699254372,3.384238896247408e-4
2018,Jordan Brailford,DE,-0.06697706594084668,2.4351267514287285e-4
2018,Keenen Brown,TE,-0.07072624485736495,3.7484944579280275e-4
2018,Trey Carter,DT,-0.065876092539369,2.1817188333576076e-4
2018,Taylor Cornelius,QB,-0.035004222033537744,7.352667339741712e-4
2018,Cole Neph,TE,-0.07410902197091712,2.792088874575001e-4
2018,Deionte Noel,OG,-0.06700179044231847,4.449977662757834e-4
2018,Jarrell Owens,DE,-0.06890945784801863,2.2491613789977515e-4
2018,Justin Phillips,ILB,-0.07299322357852321,1.94119524974485e-4
2018,Luke Timian,SWR,-0.0725984576909888,6.561538630891384e-4
2018,Cole Walterscheid,DE,-0.07419484227640927,2.682782683812085e-4
2018,Kyle Evans,RB,-0.07352744548384048,3.059400686685595e-4
2018,Rick Gamboa,ILB,-0.06865600139120473,1.976946731726079e-4
2018,Ty Gangi,QB,-0.050106899084799233,5.589205663844727e-4
2018,Josh Kaiser,OT,-0.07294455543351845,2.8427861288314447e-4
2018,Jay MacIntyre,SWR,-0.07641398539954347,7.044473311121194e-4
2018,Khalil Oliver,S,-0.058306433328876944,8.214457057375686e-4
2018,Justin Hollins,OLB,-0.06690669854976594,2.061037109384573e-4
2018,Jalen Jelks,OLB,-0.06430823144418187,2.6183604967878045e-4
2018,Andrew Soroh,ILB,-0.0715432750976846,2.3918551292361726e-4
2018,Ray Ellis,DT,-0.07348742253578973,2.1384241975098614e-4
2018,Reggie Bain,OT,-0.07296327487874965,2.633351881738149e-4
2018,Hunter Snyder,DE,-0.0727006287164269,2.3943440619347844e-4
2018,Brandon Fanaika,OG,-0.064079151800159,3.295811889670965e-4
2018,Jaylon Ferguson,OLB,-0.0726694760789728,2.1606053544694334e-4
2018,Shane Carpenter,OG,-0.08376362513624538,4.336674382899764e-4
2018,Kam McKnight,RB,-0.06793169424463859,3.287654909259812e-4
2018,Michael Rodriguez,OT,-0.07559683422146003,2.8453532842112524e-4
2018,Marcus Outlow,RB,-0.065924241178452,3.009639477268024e-4
2018,Connor Strachan,ILB,-0.06472112292471714,1.4850135724122978e-4
2018,Jonathan Hilliman,RB,-0.06563466246624139,3.270385129245197e-4
2018,Kevin Bletzer,OLB,-0.0724032892773629,2.3328146321307055e-4
2018,Sam Schmal,OG,-0.06662505940331143,3.8477690761382446e-4
2018,Jon Baker,C,-0.08868950880068287,0.0010249050300221516
2018,Tommy Sweeney,TE,-0.06898000005668774,2.3501462919383925e-4
2018,Trevion Thompson,SWR,-0.061013266320502586,6.25192612445277e-4
2018,Adam Choice,RB,-0.05805772201905896,4.3716905453356327e-4
2018,Kendall Joseph,ILB,-0.06386799472663851,1.7055040038001354e-4
2018,Justin Falcinelli,C,-0.054346997810612384,9.916138989558574e-4
2018,Milan Richard,TE,-0.0636988828824761,3.259081494178433e-4
2018,Jabril Robinson,DE,-0.07127725207917705,2.670303068813399e-4
2018,Jackson Barton,OT,-0.0697403233400733,3.032377462977443e-4
2018,Raelon Singleton,WR,-0.06896072208674071,1.1888424608240717e-4
2018,Darrius Liggins,DE,-0.0656662812608141,3.818445854257798e-4
2018,Darryl Randolph,CB,-0.07189949245790862,3.569214151046122e-4
2018,Carlos Johnson,OT,-0.07205055743230832,3.001051163809854e-4
2018,Robert Behanan,OG,-0.07198247898107377,2.621179994063809e-4
2018,Darius Harris,ILB,-0.07216816083394718,1.5997551679705467e-4
2018,Demarcus Christmas,DT,-0.06788166798803942,2.13657337838984e-4
2018,Alec Eberle,C,-0.10362835880940846,0.0013275421910956555
2018,Fredrick Jones,DT,-0.071095391527631,2.1276158985928441e-4
2018,Derrick Kelly II,OT,-0.07539626188672584,3.0918019278794375e-4
2018,Brock Ruble,OT,-0.06814596337537034,2.869513659282504e-4
2018,Mavin Saunders,TE,-0.07061570440168648,2.3979952779787446e-4
2018,Arthur Williams,OG,-0.07515254929981628,2.989757987491733e-4
2018,Nick Begg,DT,-0.0747610985126176,2.0048833867455611e-4
2018,Brandon Garner,OLB,-0.07137423207396601,1.6514830277837914e-4
2018,Sean Krepsz,C,-0.08371931664410531,0.0010291656645349733
2018,Ulaiasi Tauaalo,DT,-0.07742840094881165,2.630245112404721e-4
2018,Malik Rosier,QB,-0.05204442793898559,7.07511725675141e-4
2018,Kiy Hester,S,-0.05201096132221734,0.001134748440798263
2018,Juwon Young,OLB,-0.07317433606243327,2.0849100364888842e-4
2018,Mike Smith,ILB,-0.06982765085746771,1.8125387464485506e-4
2018,Nick Linder,C,-0.06417157907081737,9.330073898703401e-4
2018,Tyre Brady,WR,-0.07169885326983268,1.5174726208550777e-4
2018,Justice Davila,S,-0.07218159062766816,6.976405435299064e-4
2018,Isaiah Harper,SWR,-0.07279390237598231,5.118927546409509e-4
2018,Justin Noye,SCB,-0.0813707764924445,4.903111891661193e-4
2018,Pat Toal Jr.,DT,-0.070462185998218893,2.3006405316139614e-4
2018,Nick Clarke,C,-0.08337784183427001,9.820595225165504e-4
2018,Ryan Londree,DE,-0.08528249448976273,4.083091120115193e-4
2018,Jonathan Duhart,WR,-0.07273118430606823,2.3175774469445695e-4
2018,Oshane Ximines,DE,-0.06839526578057689,2.7659273785175066e-4
2018,Austin Exford,S,-0.04102047815796429,0.0013508375593630194
2018,Okon Godwin,DE,-0.05975185540627789,6.310658711708373e-4
2018,Chandler Greer,OT,-0.06959713786632978,2.9768803390580785e-4
2018,Jalin Moore,RB,-0.07032937522558885,4.014594954603254e-4
2018,MyQuon Stout,DT,-0.06389114748943428,3.793853379754985e-4
2018,Brandon Byner,CB,-0.0727570480713721,3.9395637689779785e-4
2018,Monteo Garrett,RB,-0.06568068006377821,4.114835440130268e-4
2018,V.J. Banks,CB,-0.07846816187198005,3.990902256384858e-4
2018,Jorian Clark,SCB,-0.08153389062975157,9.043542638140812e-4
2018,Aston Walter,RB,-0.07871532762632202,3.58564905980038e-4
2018,Austin Walter,RB,-0.07809801570775866,4.5264879900112215e-4
2018,Martin Nwakamma,ILB,-0.08127453323686452,2.616943605339477e-4
2018,Sam Pierce,OT,-0.0820827339545519,4.4022654770353313e-4
2018,Preston Gordon,DT,-0.07471077740979146,2.365420976816221e-4
2018,Calvin Anderson,OT,-0.07291731670813634,2.9165144606543543e-4
2018,Dennis Briggs,S,-0.051220277468998265,9.096099111161202e-4
2018,Elijah Zeise,ILB,-0.07000185713846933,1.851613069975717e-4
2018,Phillipie Motley,CB,-0.07973725837731307,4.4715488091578705e-4
2018,Qadree Ollison,RB,-0.07096791445226051,3.1842170211824044e-4
2018,James Folston,DE,-0.0760784441154322,2.825545737824628e-4
2018,Quintin Wirginis,ILB,-0.07315120846455637,1.9794963939450143e-4
2018,Connor Dintino,OG,-0.06902230186011005,4.569814916054565e-4
2018,Alex Bookser,OT,-0.0656788849547512,2.710487716248482e-4
2018,Shane Roy,DT,-0.0648615783212719,2.8841390782601055e-4
2018,Mike Herndon,OG,-0.07221285375948551,3.3930383302803045e-4
2018,Xavier Marion,S,-0.04319998105172308,0.0012314865809967522
2018,Picasso Nelson Jr.,SCB,-0.05998822798613582,6.531678070086183e-4
2018,Darian Yancey,OLB,-0.06594225310431397,2.1661424951171254e-4
2018,Jeremy Sangster,ILB,-0.07517168122617598,1.7435587096446101e-4
2018,Jay'Shawn Washington,TE,-0.0707606602448455,0.00032859539406650913
2018,Juwan Dowels,CB,-0.0707789151704304,4.0874012078141324e-4
2018,Rodney Williams,SCB,-0.05585750624390009,6.369066774505465e-4
2018,Cordell Hudson,CB,-0.08010774815611843,4.554134563547178e-4
2018,Antwan Cordy,SCB,-0.059066656160888686,7.268186970421096e-4
2018,Aaron Roberts,OG,-0.07474735268782685,2.944409380659478e-4
2018,Jamal Custis,WR,-0.06747167219331505,1.4888025025401174e-4
2018,Chris Slayton,DT,-0.07245801463345343,2.3833753252908382e-4
2018,Kayton Samuels,DT,-0.07675917538290443,2.6312799643293724e-4
2018,Jordan Ellis,RB,-0.0674206169154604,3.1651159895365046e-4
2018,Evan Butts,TE,-0.07470478756146148,2.709974497834442e-4
2018,Chris Peace,OLB,-0.06919071411475729,1.8606925298253515e-4
2018,Greg Campbell Jr.,WR,-0.07683248318190895,2.006805407966578e-4
2018,Jalen Rhodes,RB,-0.08371017463619813,4.7961130564659865e-4
2018,Kevin Strong,DT,-0.07570381199225078,2.0579146142875933e-4
2018,Travon McMillian,RB,-0.07059153851078093,3.8393019648049804e-4
2018,Ricky Walker,DT,-0.06775601537979402,2.337733014489653e-4
2018,Cameron Glenn,S,-0.04665914150243909,7.732938929511984e-4
2018,Demetrius Kemp,SCB,-0.07312443497929229,3.3198054643845173e-4
2018,Patrick Osterhage,OG,-0.07517651105282482,3.275824715740256e-4
2018,Ryan Anderson,C,-0.06647752610099793,8.55651808824461e-4
2018,Willie Yarbary,DT,-0.07154375549052866,2.179565623749989e-4
2018,Zeek Rodney,DT,-0.06637012760138682,2.3560936917988023e-4
2018,A.J. Richardson,WR,-0.06519823517071072,3.2349179730460897e-4
2018,Tre Thomas,ILB,-0.07521017798285297,1.6915991633102915e-4
2018,Josh Watson,ILB,-0.07737726898540222,1.812563710553244e-4
2018,Kilton Anderson,QB,-0.04347503479894904,6.879549240373652e-4
2018,KeeSean Johnson,WR,-0.06793459871869462,3.097530569592199e-4
2018,Jamire Jordan,WR,-0.06907838650044477,1.7752786764224713e-4
2018,Kyle Riddering,TE,-0.0700527399472464,2.3600664878653096e-4
2018,Micah St. Andrew,OG,-0.06467215909947113,6.296147997318196e-4
2018,Devan Stubblefield,WR,-0.07069530836769367,1.5784160801533378e-4
2018,Daniel Lewis Jr.,S,-0.0711590118822466,0.0010602109564616705
2018,Tevarua Eldridge,DE,-0.07799049674027057,2.184579663863451e-4
2018,Jahlani Tavai,OLB,-0.07261135839091741,1.6418228074830245e-4
2018,Kendall Johnson,CB,-0.08337343972171664,4.668173887798043e-4
2018,Kalei Meyer,OG,-0.07779454554733062,4.8698834720593386e-4
2018,Malik Reed,OLB,-0.06747644805699549,2.485601895086755e-4
2018,Asauni Rufus,SCB,-0.067744892714069,4.3974789298433496e-4
2018,Korey Rush,DT,-0.06834611114510449,2.5817116993096174e-4
2018,Jordan Silva,DE,-0.07287219265453027,2.447327624020433e-4
2018,Lucas Weber,OLB,-0.07317837018652447,1.8234865178139083e-4
2018,Trae Carter-Wells,TE,-0.07429246521446554,2.4694448197109804e-4
2018,Patrick Reed,WR,-0.07382995430749952,1.2495584428894152e-4
2018,Tyrone Owens,RB,-0.07175641440081326,3.6756808484342024e-4
2018,Bijon Parker,S,-0.0800065869882651,6.429283184810481e-4
