season_end,param,sub_param,mean,var
2014,position,WR,1.4983534725295085,0.07567514918768387
2014,position,SWR,1.6514109054431503,0.27505384256689486
2015,intercept,home,0.013441636666850103,8.624073175413771e-6
2015,intercept,pass,0.11446786948784111,3.995133542563715e-5
2015,variance,model,0.9904523983085838,1.8539693943057775e-5
2015,variance,player,2.270321022377326e-4,1.1900208390951852e-9
2015,variance,play_type,0.36527239048036164,0.21249670804975818
2015,position,OG,0.6556846521284057,0.0824350107827861
2015,position,QB,0.6635729472994347,0.20530271035092157
2015,position,OLB,0.697776765836728,0.11807231228168406
2015,position,OT,0.7478812445833475,0.10400808627404683
2015,position,ILB,0.7829784244601592,0.07817149808805797
2015,position,DT,0.790697999443009,0.06253682845883797
2015,position,DE,0.8151909180520984,0.09431104226787522
2015,position,C,0.9144620197530563,0.21338882809194099
2015,position,CB,1.0407738229796517,0.1083039431399464
2015,position,TE,1.0746912122915622,0.121689811513451
2015,position,SWR,1.362679494918994,0.32730460520942345
2015,position,S,1.4252848249324193,0.09869334090200323
2015,position,RB,1.473666674783733,0.07999492855117894
2015,position,WR,1.5791223496847173,0.08269716343333114
2015,position,SCB,1.7919583777235635,0.2015776655892003
2016,intercept,home,0.014048936481186016,9.500093770165807e-6
2016,intercept,pass,0.12452159776025037,4.005034818319182e-5
2016,variance,model,0.9895470917250968,1.8432023978481072e-5
2016,variance,player,2.5522241050664955e-4,1.3081732406666207e-9
2016,variance,play_type,0.2560577476159103,0.32434304142392356
2016,position,OLB,0.46808865206391614,0.08183846442955574
2016,position,DT,0.48072163028837556,0.06638764750659037
2016,position,OG,0.5493094385963373,0.09609773743080313
2016,position,ILB,0.7216757892748367,0.07269579369543985
2016,position,SWR,0.7619003625800985,0.1529331239112312
2016,position,DE,0.9793230552120809,0.06657781478500319
2016,position,OT,0.9835231632087046,0.10890948362184012
2016,position,C,1.088687405673686,0.2055428639720174
2016,position,TE,1.2382873471919877,0.10382337072235182
2016,position,CB,1.268002219698015,0.08264275058020472
2016,position,SCB,1.2846168712364272,0.20146413778534628
2016,position,RB,1.2974206137439386,0.07947778316744865
2016,position,S,1.3181427218657382,0.08897292677583404
2016,position,QB,1.3329044935010756,0.20178265096914463
2016,position,WR,1.3734077119083412,0.08670630643083585
2017,intercept,home,0.015736926235922932,1.0435119074242314e-5
2017,intercept,pass,0.11325292478103946,3.9998596104303064e-5
2017,variance,model,0.9896501045536623,1.9964725531579552e-5
2017,variance,player,2.9604950312437045e-4,1.8554628712311629e-9
2017,variance,play_type,0.36377089789943196,0.35724897681904483
2017,position,SWR,0.4969760750943335,0.07074062586152133
2017,position,OLB,0.5921141795889017,0.13361352968396636
2017,position,DT,0.6527157152214779,0.05270698576658266
2017,position,OG,0.7525515762243284,0.06777548457317295
2017,position,OT,0.7697616974809498,0.06716436300014145
2017,position,S,0.8594141255017265,0.0900733347623756
2017,position,DE,0.9158965589154694,0.09492979588948948
2017,position,RB,0.950294444394679,0.0957473737132357
2017,position,TE,1.0091987284487085,0.09370928584996079
2017,position,CB,1.0447484700386989,0.07424995441255036
2017,position,C,1.0565242674722648,0.21166959722553097
2017,position,ILB,1.109448637779113,0.06928740240461025
2017,position,SCB,1.4082077597413494,0.2605257063357875
2017,position,WR,1.4656287259126333,0.06817567223860459
2017,position,QB,1.9748143257977422,0.16118958995374674
2018,intercept,home,0.015890166626979542,1.0145615524065755e-5
2018,intercept,pass,0.09480533254442605,4.644583018548221e-5
2018,variance,model,0.9900166689241253,1.9600982779348813e-5
2018,variance,player,2.8513631183718104e-4,1.7296437457297986e-9
2018,variance,play_type,0.444047976382139,0.4209447239705609
2018,position,TE,0.4887689489982172,0.08795202761306033
2018,position,DT,0.5588611735548605,0.0313048896604333
2018,position,SWR,0.5770047777263236,0.1100522541283277
2018,position,S,0.6294654918679152,0.09783443597374436
2018,position,C,0.6470403557276958,0.18909251788542
2018,position,DE,0.7063505998235117,0.12814394492952344
2018,position,OT,0.8980269727666257,0.0768891181725237
2018,position,OLB,0.9318902927406333,0.1308108379695453
2018,position,CB,1.0269223137137136,0.18405756984127583
2018,position,OG,1.0320386339175007,0.08661212586280871
2018,position,ILB,1.0996819022728652,0.06388636840469292
2018,position,SCB,1.1370101215702746,0.2445064285515522
2018,position,WR,1.3080383041476396,0.06932256165719516
2018,position,RB,1.5266760306294764,0.06546833371992711
2018,position,QB,2.23565903626113,0.18113944127022294
2019,intercept,home,0.008027248963540099,1.1312298359236983e-5
2019,intercept,pass,0.08496444428830484,4.569721595632096e-5
2019,variance,model,0.9900288387467167,2.1435133455568137e-5
2019,variance,player,2.924885301482373e-4,1.6528526998160445e-9
2019,variance,play_type,0.24635603819897878,0.27918882784228544
2019,position,C,0.5613908478710683,0.11996098457187403
2019,position,S,0.6930796304110463,0.10622209816507373
2019,position,DT,0.7192982354099218,0.0454184633907341
2019,position,SWR,0.7298039009374857,0.1903345010660543
2019,position,OG,0.7590913868103211,0.12802214007402646
2019,position,OT,0.8092584498129719,0.11898915739385958
2019,position,TE,0.8448561908977372,0.14803397124523238
2019,position,CB,0.8918986811050398,0.09849038588899349
2019,position,DE,1.07948318612757,0.12823239310014645
2019,position,OLB,1.0901412357733218,0.10869330490772723
2019,position,SCB,1.1392508319570598,0.1488439080538988
2019,position,ILB,1.139824009074028,0.075382998691515
2019,position,WR,1.2030932200851,0.07290290652385137
2019,position,RB,1.7560885878497103,0.06590142865347029
2019,position,QB,1.9180449992594866,0.19333165930122986
